game,model,experiment,metric,mean,std,var,median,max,min,skew
adventuregame,Llama-3-70B-Instruct,basic-easy,Aborted,0.4375,0.51234753829798,0.2625,0.0,1.0,0.0,0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,Lose,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,Main Score,56.25,51.234753829797995,2625.0,100.0,100.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,Parsed Request Count,17.3125,7.162110955111862,51.29583333333334,14.5,31.0,9.0,0.6788054612815885
adventuregame,Llama-3-70B-Instruct,basic-easy,Played,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,Request Count,17.75,7.27094675174194,52.86666666666667,15.5,32.0,9.0,0.6868011828809003
adventuregame,Llama-3-70B-Instruct,basic-easy,Request Success Ratio,0.9746077575051759,0.03272690997023887,0.00107105063620012,1.0,1.0,0.9166666666666666,-0.8049290403126695
adventuregame,Llama-3-70B-Instruct,basic-easy,Success,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,Violated Request Count,0.4375,0.51234753829798,0.2625,0.0,1.0,0.0,0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,achieved_goal_ratio,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-easy,action_parsing_fail,1.3125,1.9224550276491084,3.6958333333333337,0.5,6.0,0.0,1.5499488072590333
adventuregame,Llama-3-70B-Instruct,basic-easy,action_resolution_fail,1.8125,1.5585784121008048,2.4291666666666663,1.0,5.0,0.0,0.7164465196185513
adventuregame,Llama-3-70B-Instruct,basic-easy,bad_plan_dismiss_ratio,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,bad_plan_follow_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,entity_not_accessible,0.75,1.1254628677422756,1.2666666666666666,0.0,3.0,0.0,1.2025127593605636
adventuregame,Llama-3-70B-Instruct,basic-easy,finish_speed,0.14052224578540365,0.15632887423380765,0.02443871691920965,0.0999999999999999,0.4,0.0,1.0936551832833115
adventuregame,Llama-3-70B-Instruct,basic-easy,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,hallucination_count,0.25,0.4472135954999579,0.2,0.0,1.0,0.0,1.2777531299998799
adventuregame,Llama-3-70B-Instruct,basic-easy,lark_exception,0.125,0.3415650255319866,0.11666666666666665,0.0,1.0,0.0,2.5094573304390857
adventuregame,Llama-3-70B-Instruct,basic-easy,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,no_exit_to,0.875,0.6191391873668903,0.38333333333333336,1.0,2.0,0.0,0.06019176544749677
adventuregame,Llama-3-70B-Instruct,basic-easy,not_room_type,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,basic-easy,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,plan_average_viability_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,plan_followed_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,pre_state_mismatch,0.125,0.5,0.25,0.0,2.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,basic-easy,successful_actions,14.1875,4.323867867238005,18.695833333333336,13.0,21.0,9.0,0.34603906547735813
adventuregame,Llama-3-70B-Instruct,basic-easy,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,turn_limit_loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,turn_ratio,0.8594777542145963,0.15632887423380765,0.024438716919209652,0.9,1.0,0.6,-1.0936551832833121
adventuregame,Llama-3-70B-Instruct,basic-easy,turns_over_par,5.444444444444445,6.085045421176228,37.02777777777778,4.0,16.0,0.0,1.1371521958986484
adventuregame,Llama-3-70B-Instruct,basic-easy,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,undefined_action_verb,1.0,1.5055453054181622,2.266666666666667,0.0,5.0,0.0,1.6075026493837026
adventuregame,Llama-3-70B-Instruct,basic-easy,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-easy,undefined_repr_str,0.1875,0.4031128874149275,0.1625,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-70B-Instruct,basic-hard,Aborted,0.75,0.4472135954999579,0.2,1.0,1.0,0.0,-1.2777531299998799
adventuregame,Llama-3-70B-Instruct,basic-hard,Lose,0.0625,0.24999999999999997,0.06249999999999999,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,basic-hard,Main Score,52.08333333333333,34.359213546813834,1180.5555555555554,66.66666666666666,100.0,0.0,-0.19076751683530027
adventuregame,Llama-3-70B-Instruct,basic-hard,Parsed Request Count,28.5,11.021191708098842,121.46666666666667,28.5,50.0,9.0,-0.009732202301277052
adventuregame,Llama-3-70B-Instruct,basic-hard,Played,0.25,0.447213595499958,0.20000000000000004,0.0,1.0,0.0,1.2777531299998799
adventuregame,Llama-3-70B-Instruct,basic-hard,Request Count,29.25,10.847426730181986,117.66666666666667,29.0,50.0,10.0,-0.02256380364550852
adventuregame,Llama-3-70B-Instruct,basic-hard,Request Success Ratio,0.9664302657575493,0.028571850255294403,0.0008163506270109668,0.9700892857142858,1.0,0.9,-0.884691550291978
adventuregame,Llama-3-70B-Instruct,basic-hard,Success,0.1875,0.4031128874149275,0.1625,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-70B-Instruct,basic-hard,Violated Request Count,0.75,0.4472135954999579,0.2,1.0,1.0,0.0,-1.2777531299998799
adventuregame,Llama-3-70B-Instruct,basic-hard,achieved_goal_ratio,0.5208333333333334,0.34359213546813844,0.1180555555555556,0.6666666666666666,1.0,0.0,-0.1907675168353
adventuregame,Llama-3-70B-Instruct,basic-hard,action_parsing_fail,3.625,3.1806707887907337,10.116666666666667,3.0,10.0,0.0,0.5909134216896728
adventuregame,Llama-3-70B-Instruct,basic-hard,action_resolution_fail,4.0,3.1832897030168854,10.133333333333331,4.0,12.0,0.0,1.0061941631518552
adventuregame,Llama-3-70B-Instruct,basic-hard,bad_plan_dismiss_ratio,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,bad_plan_follow_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,entity_not_accessible,1.8125,1.3768926368215255,1.8958333333333333,2.0,4.0,0.0,0.38240498798828826
adventuregame,Llama-3-70B-Instruct,basic-hard,finish_speed,0.4320050600885515,0.16153105523299513,0.026092281804684925,0.3548387096774194,0.6176470588235294,0.3235294117647058,1.6591317490251163
adventuregame,Llama-3-70B-Instruct,basic-hard,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,hallucination_count,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,basic-hard,lark_exception,0.375,0.5,0.25,0.0,1.0,0.0,0.5714285714285715
adventuregame,Llama-3-70B-Instruct,basic-hard,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,no_exit_to,2.0625,1.8427786989579986,3.395833333333334,2.0,7.0,0.0,1.1377285546263451
adventuregame,Llama-3-70B-Instruct,basic-hard,not_room_type,0.125,0.3415650255319866,0.11666666666666667,0.0,1.0,0.0,2.5094573304390857
adventuregame,Llama-3-70B-Instruct,basic-hard,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,plan_average_viability_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,plan_followed_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,pre_state_mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,successful_actions,20.875,8.155775050028454,66.51666666666665,23.0,31.0,1.0,-1.4872817282185973
adventuregame,Llama-3-70B-Instruct,basic-hard,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,turn_limit_loss,0.0625,0.24999999999999997,0.06249999999999999,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,basic-hard,turn_ratio,0.5679949399114484,0.1615310552329951,0.02609228180468491,0.6451612903225806,0.6764705882352942,0.3823529411764705,-1.6591317490251158
adventuregame,Llama-3-70B-Instruct,basic-hard,turns_over_par,14.333333333333334,5.773502691896258,33.333333333333336,11.0,21.0,11.0,1.7320508075688765
adventuregame,Llama-3-70B-Instruct,basic-hard,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,undefined_action_verb,2.6875,2.7010800309012195,7.295833333333333,3.0,9.0,0.0,0.7271845740497265
adventuregame,Llama-3-70B-Instruct,basic-hard,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,basic-hard,undefined_repr_str,0.5625,1.030776406404415,1.0624999999999998,0.0,3.0,0.0,1.8962617271748254
adventuregame,Llama-3-70B-Instruct,planning-easy,Aborted,0.4375,0.5123475382979799,0.26249999999999996,0.0,1.0,0.0,0.27882859227100953
adventuregame,Llama-3-70B-Instruct,planning-easy,Lose,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,Main Score,60.416666666666664,49.01813723284248,2402.777777777778,100.0,100.0,0.0,-0.4947134378272487
adventuregame,Llama-3-70B-Instruct,planning-easy,Parsed Request Count,15.125,4.924428900898052,24.25,13.5,25.0,9.0,0.5152395797620616
adventuregame,Llama-3-70B-Instruct,planning-easy,Played,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,planning-easy,Request Count,15.5625,4.925697920092136,24.2625,14.0,25.0,9.0,0.46157323519596466
adventuregame,Llama-3-70B-Instruct,planning-easy,Request Success Ratio,0.9705593319723754,0.03612586603375032,0.0013050781966884753,1.0,1.0,0.9090909090909092,-0.5471637262666587
adventuregame,Llama-3-70B-Instruct,planning-easy,Success,0.5625,0.51234753829798,0.2625,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,planning-easy,Violated Request Count,0.4375,0.5123475382979799,0.26249999999999996,0.0,1.0,0.0,0.27882859227100953
adventuregame,Llama-3-70B-Instruct,planning-easy,achieved_goal_ratio,0.6041666666666666,0.49018137232842474,0.24027777777777778,1.0,1.0,0.0,-0.4947134378272487
adventuregame,Llama-3-70B-Instruct,planning-easy,action_parsing_fail,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-easy,action_resolution_fail,1.5,1.3662601021279464,1.8666666666666667,1.0,4.0,0.0,0.3584939043484408
adventuregame,Llama-3-70B-Instruct,planning-easy,bad_plan_dismiss_ratio,0.9351191499750567,0.05206318055154209,0.0027105747691424705,0.9285714285714286,1.0,0.8333333333333334,-0.0858309632753279
adventuregame,Llama-3-70B-Instruct,planning-easy,bad_plan_follow_ratio,0.06488085002494326,0.0520631805515421,0.0027105747691424714,0.0714285714285714,0.1666666666666666,0.0,0.08583096327531917
adventuregame,Llama-3-70B-Instruct,planning-easy,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,entity_not_accessible,0.9375,1.1236102527122114,1.2624999999999997,0.5,3.0,0.0,0.7817294852709493
adventuregame,Llama-3-70B-Instruct,planning-easy,finish_speed,0.11041933585793233,0.13396253974654673,0.017945962055345113,0.0555555555555555,0.375,-0.0256410256410255,0.922527102950299
adventuregame,Llama-3-70B-Instruct,planning-easy,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,hallucination_count,0.25,0.447213595499958,0.20000000000000004,0.0,1.0,0.0,1.2777531299998799
adventuregame,Llama-3-70B-Instruct,planning-easy,lark_exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,no_exit_to,0.5625,0.8139410298049852,0.6624999999999998,0.0,3.0,0.0,1.8909030280980386
adventuregame,Llama-3-70B-Instruct,planning-easy,not_room_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,plan_average_viability_ratio,0.3107087355003723,0.09650472892428075,0.009313162704748908,0.29314814814814816,0.537037037037037,0.2037878787878788,1.0181541720862122
adventuregame,Llama-3-70B-Instruct,planning-easy,plan_followed_ratio,0.5501351265613994,0.0921780017520386,0.00849678400699883,0.5457142857142857,0.7272727272727273,0.4285714285714285,0.26956753555731744
adventuregame,Llama-3-70B-Instruct,planning-easy,pre_state_mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,successful_actions,13.5625,3.9152479700099034,15.32916666666667,13.0,22.0,9.0,0.7415398099192091
adventuregame,Llama-3-70B-Instruct,planning-easy,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,turn_limit_loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,turn_ratio,0.8895806641420676,0.1339625397465467,0.017945962055345106,0.9444444444444444,1.0256410256410255,0.625,-0.9225271029502977
adventuregame,Llama-3-70B-Instruct,planning-easy,turns_over_par,4.333333333333333,5.338539126015656,28.5,2.0,15.0,-1.0,0.9788378030816206
adventuregame,Llama-3-70B-Instruct,planning-easy,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,undefined_action_verb,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-easy,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-easy,undefined_repr_str,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,Aborted,0.9375,0.25,0.0625,1.0,1.0,0.0,-4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,Lose,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,Main Score,22.916666666666664,31.54949081000152,995.3703703703702,0.0,100.0,0.0,1.2657432431402793
adventuregame,Llama-3-70B-Instruct,planning-hard,Parsed Request Count,12.0,9.750213672872338,95.06666666666668,10.0,31.0,1.0,0.5247484525802855
adventuregame,Llama-3-70B-Instruct,planning-hard,Played,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,Request Count,12.9375,9.657251161691924,93.26250000000003,11.0,32.0,2.0,0.5159652312004237
adventuregame,Llama-3-70B-Instruct,planning-hard,Request Success Ratio,0.8384955190491875,0.15928465227002453,0.025371600448782627,0.9017857142857143,1.0,0.5,-1.311783384423595
adventuregame,Llama-3-70B-Instruct,planning-hard,Success,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,Violated Request Count,0.9375,0.25,0.0625,1.0,1.0,0.0,-4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,achieved_goal_ratio,0.22916666666666666,0.3154949081000152,0.09953703703703703,0.0,1.0,0.0,1.265743243140279
adventuregame,Llama-3-70B-Instruct,planning-hard,action_parsing_fail,0.75,0.5773502691896256,0.3333333333333332,1.0,2.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,action_resolution_fail,1.375,1.6278820596099706,2.65,1.0,5.0,0.0,1.2087208498349984
adventuregame,Llama-3-70B-Instruct,planning-hard,bad_plan_dismiss_ratio,0.9166349011797381,0.10060505922579138,0.01012137794182499,0.9484126984126984,1.0,0.6666666666666667,-1.3081542097096592
adventuregame,Llama-3-70B-Instruct,planning-hard,bad_plan_follow_ratio,0.08336509882026184,0.10060505922579138,0.01012137794182499,0.05158730158730155,0.3333333333333333,0.0,1.3081542097096612
adventuregame,Llama-3-70B-Instruct,planning-hard,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,entity_not_accessible,0.8125,1.1672617529928753,1.3625,0.0,4.0,0.0,1.5618320712908627
adventuregame,Llama-3-70B-Instruct,planning-hard,finish_speed,0.1999999999999999,,,0.1999999999999999,0.1999999999999999,0.1999999999999999,
adventuregame,Llama-3-70B-Instruct,planning-hard,going_to_current_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,hallucination_count,0.125,0.3415650255319866,0.11666666666666665,0.0,1.0,0.0,2.5094573304390857
adventuregame,Llama-3-70B-Instruct,planning-hard,lark_exception,0.0625,0.24999999999999997,0.06249999999999999,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,malformed_command,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,no_exit_to,0.5,1.0954451150103321,1.2,0.0,4.0,0.0,2.6082026547865054
adventuregame,Llama-3-70B-Instruct,planning-hard,not_room_type,0.0625,0.25,0.0625,0.0,1.0,0.0,4.0
adventuregame,Llama-3-70B-Instruct,planning-hard,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,plan_average_viability_ratio,0.11767340182336784,0.1339711923269141,0.017948280373495003,0.08306277056277055,0.4642857142857143,0.0,1.2101881561599424
adventuregame,Llama-3-70B-Instruct,planning-hard,plan_followed_ratio,0.26677691835640205,0.20434066235027987,0.041755106289751084,0.30952380952380953,0.6190476190476191,0.0,-0.24973251043463165
adventuregame,Llama-3-70B-Instruct,planning-hard,pre_state_mismatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,successful_actions,9.875,8.73212459828649,76.25,7.5,27.0,0.0,0.5500591474212512
adventuregame,Llama-3-70B-Instruct,planning-hard,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,thing_arg1_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,thing_arg2_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,turn_limit_loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,turn_ratio,0.8,,,0.8,0.8,0.8,
adventuregame,Llama-3-70B-Instruct,planning-hard,turns_over_par,6.0,,,6.0,6.0,6.0,
adventuregame,Llama-3-70B-Instruct,planning-hard,undefined_action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,undefined_action_verb,0.5625,0.5123475382979799,0.26249999999999996,1.0,1.0,0.0,-0.27882859227100953
adventuregame,Llama-3-70B-Instruct,planning-hard,undefined_argument_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-70B-Instruct,planning-hard,undefined_repr_str,0.125,0.3415650255319866,0.11666666666666665,0.0,1.0,0.0,2.5094573304390857
adventuregame,Llama-3-8B-Instruct,basic-easy,Aborted,0.1875,0.40311288741492746,0.16249999999999998,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-8B-Instruct,basic-easy,Lose,0.625,0.5,0.25,1.0,1.0,0.0,-0.5714285714285715
adventuregame,Llama-3-8B-Instruct,basic-easy,Main Score,27.083333333333332,42.54627110787954,1810.1851851851852,0.0,100.0,0.0,1.0571138245246527
adventuregame,Llama-3-8B-Instruct,basic-easy,Parsed Request Count,40.75,13.428824718989125,180.33333333333334,50.0,50.0,10.0,-1.1276304393890513
adventuregame,Llama-3-8B-Instruct,basic-easy,Played,0.8125,0.4031128874149275,0.1625,1.0,1.0,0.0,-1.7719247798458353
adventuregame,Llama-3-8B-Instruct,basic-easy,Request Count,40.9375,13.258802107782335,175.7958333333333,50.0,50.0,10.0,-1.1716205156980604
adventuregame,Llama-3-8B-Instruct,basic-easy,Request Success Ratio,0.9934537726876437,0.014494847696854399,0.00021010060975500526,1.0,1.0,0.9545454545454546,-2.0225833730729614
adventuregame,Llama-3-8B-Instruct,basic-easy,Success,0.1875,0.40311288741492746,0.16249999999999998,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-8B-Instruct,basic-easy,Violated Request Count,0.1875,0.40311288741492746,0.16249999999999998,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-8B-Instruct,basic-easy,achieved_goal_ratio,0.2708333333333333,0.42546271107879535,0.1810185185185185,0.0,1.0,0.0,1.0571138245246532
adventuregame,Llama-3-8B-Instruct,basic-easy,action_parsing_fail,10.3125,15.746825076821041,247.9625,2.0,48.0,0.0,1.6798950492846298
adventuregame,Llama-3-8B-Instruct,basic-easy,action_resolution_fail,17.3125,13.17937150752392,173.6958333333333,13.0,38.0,1.0,0.40611080919985426
adventuregame,Llama-3-8B-Instruct,basic-easy,bad_plan_dismiss_ratio,1.0,0.0,0.0,1.0,1.0,1.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,bad_plan_follow_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,entity_already_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,entity_not_accessible,5.5,5.125101625008684,26.266666666666655,5.0,23.0,1.0,2.867768882834874
adventuregame,Llama-3-8B-Instruct,basic-easy,finish_speed,0.28994708994708995,0.21857888272918927,0.047776727975140675,0.35,0.4722222222222222,0.0476190476190476,-1.143017979554403
adventuregame,Llama-3-8B-Instruct,basic-easy,going_to_current_room,0.5,0.6324555320336759,0.4,0.0,2.0,0.0,0.9035079029052513
adventuregame,Llama-3-8B-Instruct,basic-easy,hallucination_count,0.1875,0.40311288741492746,0.16249999999999998,0.0,1.0,0.0,1.7719247798458353
adventuregame,Llama-3-8B-Instruct,basic-easy,lark_exception,1.5,3.245509718570156,10.533333333333333,0.0,10.0,0.0,2.226473007200027
adventuregame,Llama-3-8B-Instruct,basic-easy,malformed_command,2.875,4.303099657998484,18.516666666666666,0.5,12.0,0.0,1.3312333994421626
adventuregame,Llama-3-8B-Instruct,basic-easy,manipulating_room,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,multiple_entity_ambiguity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,multiple_exits_to,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,no_exit_to,1.3125,1.6620770138594663,2.7625,1.0,6.0,0.0,1.8197494137767023
adventuregame,Llama-3-8B-Instruct,basic-easy,not_room_type,0.9375,1.7308475765743594,2.995833333333333,0.0,5.0,0.0,1.5197404656124398
adventuregame,Llama-3-8B-Instruct,basic-easy,other_room_argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,plan_average_viability_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,plan_followed_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventuregame,Llama-3-8B-Instruct,basic-easy,pre_state_mismatch,9.0625,11.520814496669352,132.72916666666669,4.0,28.0,0.0,1.005362532760242
adventuregame,Llama-3-8B-Instruct,basic-easy,successful_actions,13.125,6.994045086119095,48.91666666666666,13.5,25.0,1.0,-0.3093686284770713
adventuregame,Llama-3-8B-Instruct,basic-easy,taking_from_inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
